idx,tag
5c345412302acb29cf1ec8d397490ba6,TED Fellows
6e69dc6af622a78d010a5fb1e3bebc75,TED
6e69dc6af622a78d010a5fb1e3bebc75,talks
6e69dc6af622a78d010a5fb1e3bebc75,science
6e69dc6af622a78d010a5fb1e3bebc75,TED-Ed
6e69dc6af622a78d010a5fb1e3bebc75,hearing
6e69dc6af622a78d010a5fb1e3bebc75,Senses
29a6a15aae93d453f88a4a0c7658eb1b,TED
29a6a15aae93d453f88a4a0c7658eb1b,talks
29a6a15aae93d453f88a4a0c7658eb1b,Humanities
47afa69df13deb5858b4d8ae69cc6dc7,TED
47afa69df13deb5858b4d8ae69cc6dc7,talks
47afa69df13deb5858b4d8ae69cc6dc7,technology
47afa69df13deb5858b4d8ae69cc6dc7,AI
47afa69df13deb5858b4d8ae69cc6dc7,emotions
47afa69df13deb5858b4d8ae69cc6dc7,psychology
47afa69df13deb5858b4d8ae69cc6dc7,humanity
47afa69df13deb5858b4d8ae69cc6dc7,communication
47afa69df13deb5858b4d8ae69cc6dc7,computers
47afa69df13deb5858b4d8ae69cc6dc7,virtual reality
47afa69df13deb5858b4d8ae69cc6dc7,science
47afa69df13deb5858b4d8ae69cc6dc7,science and art
574f4d7e901985ef0a6f8df66c911e38,TED
574f4d7e901985ef0a6f8df66c911e38,talks
574f4d7e901985ef0a6f8df66c911e38,animals
574f4d7e901985ef0a6f8df66c911e38,biology
574f4d7e901985ef0a6f8df66c911e38,body language
574f4d7e901985ef0a6f8df66c911e38,primates
574f4d7e901985ef0a6f8df66c911e38,apes
574f4d7e901985ef0a6f8df66c911e38,communication
574f4d7e901985ef0a6f8df66c911e38,community
574f4d7e901985ef0a6f8df66c911e38,nature
574f4d7e901985ef0a6f8df66c911e38,science
574f4d7e901985ef0a6f8df66c911e38,politics
574f4d7e901985ef0a6f8df66c911e38,empathy
574f4d7e901985ef0a6f8df66c911e38,peace
574f4d7e901985ef0a6f8df66c911e38,biodiversity
17a5d9826e4766f193a7f413e268473a,TED
17a5d9826e4766f193a7f413e268473a,talks
17a5d9826e4766f193a7f413e268473a,TED-Ed
17a5d9826e4766f193a7f413e268473a,history
17a5d9826e4766f193a7f413e268473a,ancient world
6dd3e1de3689e9750d71c66d47529cd7,TED
6dd3e1de3689e9750d71c66d47529cd7,talks
6dd3e1de3689e9750d71c66d47529cd7,TED en Español
6dd3e1de3689e9750d71c66d47529cd7,South America
6dd3e1de3689e9750d71c66d47529cd7,food
6dd3e1de3689e9750d71c66d47529cd7,culture
6dd3e1de3689e9750d71c66d47529cd7,social change
6dd3e1de3689e9750d71c66d47529cd7,society
6dd3e1de3689e9750d71c66d47529cd7,community
2cb62fb1fe21fbe3b4cf074c592eeb9a,TED
2cb62fb1fe21fbe3b4cf074c592eeb9a,talks
2cb62fb1fe21fbe3b4cf074c592eeb9a,evolution
2cb62fb1fe21fbe3b4cf074c592eeb9a,biology
2cb62fb1fe21fbe3b4cf074c592eeb9a,ancient world
2cb62fb1fe21fbe3b4cf074c592eeb9a,biodiversity
2cb62fb1fe21fbe3b4cf074c592eeb9a,animals
2cb62fb1fe21fbe3b4cf074c592eeb9a,apes
2cb62fb1fe21fbe3b4cf074c592eeb9a,fish
2cb62fb1fe21fbe3b4cf074c592eeb9a,life
2cb62fb1fe21fbe3b4cf074c592eeb9a,nature
2cb62fb1fe21fbe3b4cf074c592eeb9a,science
2cb62fb1fe21fbe3b4cf074c592eeb9a,TED Fellows
2cb62fb1fe21fbe3b4cf074c592eeb9a,environment
2cb62fb1fe21fbe3b4cf074c592eeb9a,time
e19a1dc47989ba8f09dab8365cd28150,TED
e19a1dc47989ba8f09dab8365cd28150,talks
e19a1dc47989ba8f09dab8365cd28150,gender
e19a1dc47989ba8f09dab8365cd28150,activism
e19a1dc47989ba8f09dab8365cd28150,Gender spectrum
e19a1dc47989ba8f09dab8365cd28150,gender equality
e19a1dc47989ba8f09dab8365cd28150,LGBT
e19a1dc47989ba8f09dab8365cd28150,humanity
e19a1dc47989ba8f09dab8365cd28150,identity
e19a1dc47989ba8f09dab8365cd28150,society
e19a1dc47989ba8f09dab8365cd28150,community
e19a1dc47989ba8f09dab8365cd28150,social change
e19a1dc47989ba8f09dab8365cd28150,Transgender
e19a1dc47989ba8f09dab8365cd28150,TED Fellows
8091752ca68ac9007f441422a81d7743,TED
8091752ca68ac9007f441422a81d7743,talks
8091752ca68ac9007f441422a81d7743,Social Science
8091752ca68ac9007f441422a81d7743,politics
8091752ca68ac9007f441422a81d7743,democracy
a793449d8fe07d8d1f78614e14d73ca2,TED
a793449d8fe07d8d1f78614e14d73ca2,talks
a793449d8fe07d8d1f78614e14d73ca2,TED-Ed
a793449d8fe07d8d1f78614e14d73ca2,health
a793449d8fe07d8d1f78614e14d73ca2,sleep
a793449d8fe07d8d1f78614e14d73ca2,science
a793449d8fe07d8d1f78614e14d73ca2,health care
a793449d8fe07d8d1f78614e14d73ca2,memory
a793449d8fe07d8d1f78614e14d73ca2,public health
a793449d8fe07d8d1f78614e14d73ca2,human body
a793449d8fe07d8d1f78614e14d73ca2,healthcare
a793449d8fe07d8d1f78614e14d73ca2,physiology
a793449d8fe07d8d1f78614e14d73ca2,education
4ccc7c6c2067a2661ad0c76d396d2243,TED
4ccc7c6c2067a2661ad0c76d396d2243,talks
4ccc7c6c2067a2661ad0c76d396d2243,robots
4ccc7c6c2067a2661ad0c76d396d2243,future
4ccc7c6c2067a2661ad0c76d396d2243,innovation
4ccc7c6c2067a2661ad0c76d396d2243,invention
4ccc7c6c2067a2661ad0c76d396d2243,design
4ccc7c6c2067a2661ad0c76d396d2243,nature
4ccc7c6c2067a2661ad0c76d396d2243,technology
4ccc7c6c2067a2661ad0c76d396d2243,animals
fb7c1665749f8f35b2b4e75adc249fb1,TED
fb7c1665749f8f35b2b4e75adc249fb1,talks
fb7c1665749f8f35b2b4e75adc249fb1,AI
fb7c1665749f8f35b2b4e75adc249fb1,future
fb7c1665749f8f35b2b4e75adc249fb1,technology
fb7c1665749f8f35b2b4e75adc249fb1,humanity
fb7c1665749f8f35b2b4e75adc249fb1,machine learning
fb7c1665749f8f35b2b4e75adc249fb1,innovation
fb7c1665749f8f35b2b4e75adc249fb1,intelligence
fb7c1665749f8f35b2b4e75adc249fb1,society
fb7c1665749f8f35b2b4e75adc249fb1,computers
0217a5a31ad447e43067b80c25ff900c,TED
0217a5a31ad447e43067b80c25ff900c,talks
0217a5a31ad447e43067b80c25ff900c,science
0217a5a31ad447e43067b80c25ff900c,neuroscience
0217a5a31ad447e43067b80c25ff900c,brain
0217a5a31ad447e43067b80c25ff900c,future
0217a5a31ad447e43067b80c25ff900c,medical research
0217a5a31ad447e43067b80c25ff900c,biology
0217a5a31ad447e43067b80c25ff900c,technology
0217a5a31ad447e43067b80c25ff900c,innovation
0217a5a31ad447e43067b80c25ff900c,humanity
0217a5a31ad447e43067b80c25ff900c,biomechanics
0217a5a31ad447e43067b80c25ff900c,TEDx
d51a3b20285a303b3c7a1cb90a807057,TED
d51a3b20285a303b3c7a1cb90a807057,talks
d51a3b20285a303b3c7a1cb90a807057,TED-Ed
d51a3b20285a303b3c7a1cb90a807057,history
d51a3b20285a303b3c7a1cb90a807057,storytelling
f372ddd6a0d33b1bf58f94d75d12524d,TED
f372ddd6a0d33b1bf58f94d75d12524d,talks
f372ddd6a0d33b1bf58f94d75d12524d,beauty
f372ddd6a0d33b1bf58f94d75d12524d,cancer
f372ddd6a0d33b1bf58f94d75d12524d,death
f372ddd6a0d33b1bf58f94d75d12524d,communication
f372ddd6a0d33b1bf58f94d75d12524d,family
f372ddd6a0d33b1bf58f94d75d12524d,happiness
f372ddd6a0d33b1bf58f94d75d12524d,illness
f372ddd6a0d33b1bf58f94d75d12524d,humanity
f372ddd6a0d33b1bf58f94d75d12524d,love
f372ddd6a0d33b1bf58f94d75d12524d,life
f372ddd6a0d33b1bf58f94d75d12524d,personal growth
f372ddd6a0d33b1bf58f94d75d12524d,parenting
f372ddd6a0d33b1bf58f94d75d12524d,writing
f372ddd6a0d33b1bf58f94d75d12524d,relationships
24d69384a459a8c31f7dbfdebb3e8868,TED
24d69384a459a8c31f7dbfdebb3e8868,talks
24d69384a459a8c31f7dbfdebb3e8868,math
24d69384a459a8c31f7dbfdebb3e8868,TED-Ed
a28e598507caee59f1c40d62bb92ede9,TED
a28e598507caee59f1c40d62bb92ede9,talks
a28e598507caee59f1c40d62bb92ede9,science
a28e598507caee59f1c40d62bb92ede9,marine biology
a28e598507caee59f1c40d62bb92ede9,neuroscience
a28e598507caee59f1c40d62bb92ede9,animals
a28e598507caee59f1c40d62bb92ede9,nature
2b52c7163caf0588f13251ac00128cd2,TED
2b52c7163caf0588f13251ac00128cd2,talks
2b52c7163caf0588f13251ac00128cd2,insects
2b52c7163caf0588f13251ac00128cd2,science
2b52c7163caf0588f13251ac00128cd2,neuroscience
2b52c7163caf0588f13251ac00128cd2,love
2b52c7163caf0588f13251ac00128cd2,animals
182c2bc277121ea5bf99b6aafa7b3a50,TED
182c2bc277121ea5bf99b6aafa7b3a50,talks
182c2bc277121ea5bf99b6aafa7b3a50,science
182c2bc277121ea5bf99b6aafa7b3a50,brain
182c2bc277121ea5bf99b6aafa7b3a50,neuroscience
182c2bc277121ea5bf99b6aafa7b3a50,electricity
3a3f79ab9a82fd82fd35ae7cc3d7d150,TED
3a3f79ab9a82fd82fd35ae7cc3d7d150,talks
3a3f79ab9a82fd82fd35ae7cc3d7d150,science
3a3f79ab9a82fd82fd35ae7cc3d7d150,neuroscience
3a3f79ab9a82fd82fd35ae7cc3d7d150,insects
3a3f79ab9a82fd82fd35ae7cc3d7d150,animals
3a3f79ab9a82fd82fd35ae7cc3d7d150,food
af3f03894413c668953286776e70fb98,TED
af3f03894413c668953286776e70fb98,talks
af3f03894413c668953286776e70fb98,science
af3f03894413c668953286776e70fb98,neuroscience
af3f03894413c668953286776e70fb98,memory
af3f03894413c668953286776e70fb98,sleep
f6e94086b86e6239f3e932355988a6a8,TED
f6e94086b86e6239f3e932355988a6a8,talks
f6e94086b86e6239f3e932355988a6a8,science
f6e94086b86e6239f3e932355988a6a8,animals
f6e94086b86e6239f3e932355988a6a8,insects
f6e94086b86e6239f3e932355988a6a8,neuroscience
aaf287a68222c02ce234247ee95013c0,TED
aaf287a68222c02ce234247ee95013c0,talks
aaf287a68222c02ce234247ee95013c0,success
aaf287a68222c02ce234247ee95013c0,business
aaf287a68222c02ce234247ee95013c0,leadership
aaf287a68222c02ce234247ee95013c0,goal-setting
aaf287a68222c02ce234247ee95013c0,motivation
aaf287a68222c02ce234247ee95013c0,work
aaf287a68222c02ce234247ee95013c0,future
aaf287a68222c02ce234247ee95013c0,potential
aaf287a68222c02ce234247ee95013c0,collaboration
aaf287a68222c02ce234247ee95013c0,personal growth
5860fc356c97ce8627ac8f5e7010c0a9,TED
5860fc356c97ce8627ac8f5e7010c0a9,talks
5860fc356c97ce8627ac8f5e7010c0a9,animals
5860fc356c97ce8627ac8f5e7010c0a9,biosphere
5860fc356c97ce8627ac8f5e7010c0a9,biodiversity
5860fc356c97ce8627ac8f5e7010c0a9,biology
5860fc356c97ce8627ac8f5e7010c0a9,chemistry
5860fc356c97ce8627ac8f5e7010c0a9,climate change
5860fc356c97ce8627ac8f5e7010c0a9,environment
5860fc356c97ce8627ac8f5e7010c0a9,future
5860fc356c97ce8627ac8f5e7010c0a9,nature
5860fc356c97ce8627ac8f5e7010c0a9,oceans
5860fc356c97ce8627ac8f5e7010c0a9,science
5860fc356c97ce8627ac8f5e7010c0a9,water
5860fc356c97ce8627ac8f5e7010c0a9,marine biology
5860fc356c97ce8627ac8f5e7010c0a9,Audacious Project
6b5e11d1366a7c2b8a82c035bd63571a,TED
6b5e11d1366a7c2b8a82c035bd63571a,talks
6b5e11d1366a7c2b8a82c035bd63571a,Science (hard)
6b5e11d1366a7c2b8a82c035bd63571a,humor
6b5e11d1366a7c2b8a82c035bd63571a,society
6b5e11d1366a7c2b8a82c035bd63571a,speech
6b5e11d1366a7c2b8a82c035bd63571a,cognitive science
5a0a4c75e8c65bfab399338e9bd9061a,TED
5a0a4c75e8c65bfab399338e9bd9061a,talks
5a0a4c75e8c65bfab399338e9bd9061a,government
5a0a4c75e8c65bfab399338e9bd9061a,news
5a0a4c75e8c65bfab399338e9bd9061a,politics
5a0a4c75e8c65bfab399338e9bd9061a,journalism
5a0a4c75e8c65bfab399338e9bd9061a,corruption
5a0a4c75e8c65bfab399338e9bd9061a,society
5a0a4c75e8c65bfab399338e9bd9061a,social media
5a0a4c75e8c65bfab399338e9bd9061a,social change
5a0a4c75e8c65bfab399338e9bd9061a,technology
5a0a4c75e8c65bfab399338e9bd9061a,communication
5a0a4c75e8c65bfab399338e9bd9061a,Internet
5a0a4c75e8c65bfab399338e9bd9061a,democracy
5a0a4c75e8c65bfab399338e9bd9061a,war
5a0a4c75e8c65bfab399338e9bd9061a,TED Fellows
15712e1d622e18658b1d5c9f93ed4dba,TED
15712e1d622e18658b1d5c9f93ed4dba,talks
15712e1d622e18658b1d5c9f93ed4dba,environment
15712e1d622e18658b1d5c9f93ed4dba,economics
15712e1d622e18658b1d5c9f93ed4dba,biosphere
15712e1d622e18658b1d5c9f93ed4dba,nature
15712e1d622e18658b1d5c9f93ed4dba,oceans
15712e1d622e18658b1d5c9f93ed4dba,fish
15712e1d622e18658b1d5c9f93ed4dba,future
15712e1d622e18658b1d5c9f93ed4dba,water
15712e1d622e18658b1d5c9f93ed4dba,global commons
15712e1d622e18658b1d5c9f93ed4dba,TED en Español
1feaf198e44ecbe2d5a97a75fcca5cf6,TED
1feaf198e44ecbe2d5a97a75fcca5cf6,talks
1feaf198e44ecbe2d5a97a75fcca5cf6,biosphere
1feaf198e44ecbe2d5a97a75fcca5cf6,economics
1feaf198e44ecbe2d5a97a75fcca5cf6,environment
1feaf198e44ecbe2d5a97a75fcca5cf6,fish
1feaf198e44ecbe2d5a97a75fcca5cf6,global commons
1feaf198e44ecbe2d5a97a75fcca5cf6,future
1feaf198e44ecbe2d5a97a75fcca5cf6,nature
1feaf198e44ecbe2d5a97a75fcca5cf6,oceans
1feaf198e44ecbe2d5a97a75fcca5cf6,water
1feaf198e44ecbe2d5a97a75fcca5cf6,TED en Español
ee5c0c80c69cae4124ea35e2559eefdc,TED
ee5c0c80c69cae4124ea35e2559eefdc,talks
ee5c0c80c69cae4124ea35e2559eefdc,technology
ee5c0c80c69cae4124ea35e2559eefdc,violence
ee5c0c80c69cae4124ea35e2559eefdc,Internet
ee5c0c80c69cae4124ea35e2559eefdc,terrorism
ee5c0c80c69cae4124ea35e2559eefdc,online video
ee5c0c80c69cae4124ea35e2559eefdc,politics
ed7f6e646b9d24187c82c8c2c2068a86,TED
ed7f6e646b9d24187c82c8c2c2068a86,talks
ed7f6e646b9d24187c82c8c2c2068a86,science
ed7f6e646b9d24187c82c8c2c2068a86,health care
ed7f6e646b9d24187c82c8c2c2068a86,compassion
ed7f6e646b9d24187c82c8c2c2068a86,health
3dcf511aede176e5c7f9f56fd9bd2ab1,TED
3dcf511aede176e5c7f9f56fd9bd2ab1,talks
3dcf511aede176e5c7f9f56fd9bd2ab1,politics
3dcf511aede176e5c7f9f56fd9bd2ab1,policy
3dcf511aede176e5c7f9f56fd9bd2ab1,government
3dcf511aede176e5c7f9f56fd9bd2ab1,democracy
3dcf511aede176e5c7f9f56fd9bd2ab1,leadership
3dcf511aede176e5c7f9f56fd9bd2ab1,activism
3dcf511aede176e5c7f9f56fd9bd2ab1,future
3dcf511aede176e5c7f9f56fd9bd2ab1,history
3dcf511aede176e5c7f9f56fd9bd2ab1,inequality
3dcf511aede176e5c7f9f56fd9bd2ab1,social change
3dcf511aede176e5c7f9f56fd9bd2ab1,society
3dcf511aede176e5c7f9f56fd9bd2ab1,corruption
3dcf511aede176e5c7f9f56fd9bd2ab1,TEDx
fa311b1f671944c99e3d97bcb766afdb,TED
fa311b1f671944c99e3d97bcb766afdb,talks
fa311b1f671944c99e3d97bcb766afdb,narcotics
fa311b1f671944c99e3d97bcb766afdb,addiction
fa311b1f671944c99e3d97bcb766afdb,public health
fa311b1f671944c99e3d97bcb766afdb,community
fa311b1f671944c99e3d97bcb766afdb,library
fa311b1f671944c99e3d97bcb766afdb,society
fa311b1f671944c99e3d97bcb766afdb,social change
fa311b1f671944c99e3d97bcb766afdb,disease
fa311b1f671944c99e3d97bcb766afdb,health
fa311b1f671944c99e3d97bcb766afdb,opioids
3f116f782195aca446a07b3aabc2e797,TED
3f116f782195aca446a07b3aabc2e797,talks
3f116f782195aca446a07b3aabc2e797,art
3f116f782195aca446a07b3aabc2e797,collaboration
3f116f782195aca446a07b3aabc2e797,communication
3f116f782195aca446a07b3aabc2e797,community
3f116f782195aca446a07b3aabc2e797,creativity
3f116f782195aca446a07b3aabc2e797,democracy
3f116f782195aca446a07b3aabc2e797,history
3f116f782195aca446a07b3aabc2e797,performance art
3f116f782195aca446a07b3aabc2e797,politics
3f116f782195aca446a07b3aabc2e797,society
3f116f782195aca446a07b3aabc2e797,social change
3f116f782195aca446a07b3aabc2e797,theater
3f116f782195aca446a07b3aabc2e797,United States
f4be3707880e805b1b7f8cc61b1e0e96,TED
f4be3707880e805b1b7f8cc61b1e0e96,talks
f4be3707880e805b1b7f8cc61b1e0e96,science
f4be3707880e805b1b7f8cc61b1e0e96,technology
f4be3707880e805b1b7f8cc61b1e0e96,climate change
f4be3707880e805b1b7f8cc61b1e0e96,universe
f4be3707880e805b1b7f8cc61b1e0e96,sustainability
f4be3707880e805b1b7f8cc61b1e0e96,energy
f4be3707880e805b1b7f8cc61b1e0e96,electricity
f4be3707880e805b1b7f8cc61b1e0e96,physics
d9f31402601e4935968e859f19f7539b,TED
d9f31402601e4935968e859f19f7539b,talks
d9f31402601e4935968e859f19f7539b,TEDx
d9f31402601e4935968e859f19f7539b,birds
d9f31402601e4935968e859f19f7539b,forensics
d9f31402601e4935968e859f19f7539b,science
d9f31402601e4935968e859f19f7539b,crime
d9f31402601e4935968e859f19f7539b,nature
d9f31402601e4935968e859f19f7539b,biology
d9f31402601e4935968e859f19f7539b,animals
955d4c136faa9051d25779da4aa2d24d,TED
955d4c136faa9051d25779da4aa2d24d,talks
955d4c136faa9051d25779da4aa2d24d,TED Residency
955d4c136faa9051d25779da4aa2d24d,life
955d4c136faa9051d25779da4aa2d24d,garden
955d4c136faa9051d25779da4aa2d24d,art
955d4c136faa9051d25779da4aa2d24d,public spaces
955d4c136faa9051d25779da4aa2d24d,nature
955d4c136faa9051d25779da4aa2d24d,teaching
955d4c136faa9051d25779da4aa2d24d,beauty
955d4c136faa9051d25779da4aa2d24d,culture
955d4c136faa9051d25779da4aa2d24d,plants
c93024de3b69f60097b03c1ef0cc7ea9,TED
c93024de3b69f60097b03c1ef0cc7ea9,talks
c93024de3b69f60097b03c1ef0cc7ea9,health
c93024de3b69f60097b03c1ef0cc7ea9,global issues
c93024de3b69f60097b03c1ef0cc7ea9,collaboration
c93024de3b69f60097b03c1ef0cc7ea9,technology
c93024de3b69f60097b03c1ef0cc7ea9,health care
c93024de3b69f60097b03c1ef0cc7ea9,medicine
c93024de3b69f60097b03c1ef0cc7ea9,society
c93024de3b69f60097b03c1ef0cc7ea9,humanity
c93024de3b69f60097b03c1ef0cc7ea9,illness
29d3c061268bac83b4333ec691ad80f5,TED
29d3c061268bac83b4333ec691ad80f5,talks
29d3c061268bac83b4333ec691ad80f5,bionics
29d3c061268bac83b4333ec691ad80f5,design
29d3c061268bac83b4333ec691ad80f5,future
29d3c061268bac83b4333ec691ad80f5,human body
29d3c061268bac83b4333ec691ad80f5,humanity
29d3c061268bac83b4333ec691ad80f5,prosthetics
29d3c061268bac83b4333ec691ad80f5,nature
29d3c061268bac83b4333ec691ad80f5,science
29d3c061268bac83b4333ec691ad80f5,technology
3f3ac8b06cc65c6e31a3822ef968db82,TED
3f3ac8b06cc65c6e31a3822ef968db82,talks
3f3ac8b06cc65c6e31a3822ef968db82,medical research
3f3ac8b06cc65c6e31a3822ef968db82,medicine
3f3ac8b06cc65c6e31a3822ef968db82,invention
3f3ac8b06cc65c6e31a3822ef968db82,health
3f3ac8b06cc65c6e31a3822ef968db82,science
3f3ac8b06cc65c6e31a3822ef968db82,innovation
3f3ac8b06cc65c6e31a3822ef968db82,technology
3f3ac8b06cc65c6e31a3822ef968db82,design
e8db093e1bf625b005b6e9da6a8d506a,TED
e8db093e1bf625b005b6e9da6a8d506a,talks
e8db093e1bf625b005b6e9da6a8d506a,communication
e8db093e1bf625b005b6e9da6a8d506a,health
e8db093e1bf625b005b6e9da6a8d506a,health care
e8db093e1bf625b005b6e9da6a8d506a,illness
e8db093e1bf625b005b6e9da6a8d506a,hearing
e8db093e1bf625b005b6e9da6a8d506a,medical research
e8db093e1bf625b005b6e9da6a8d506a,medicine
e8db093e1bf625b005b6e9da6a8d506a,public health
e8db093e1bf625b005b6e9da6a8d506a,TED Fellows
e8db093e1bf625b005b6e9da6a8d506a,science
e8db093e1bf625b005b6e9da6a8d506a,society
e8db093e1bf625b005b6e9da6a8d506a,technology
efecb03aa30f9d1c3fbc3d338d8eeef6,TED
efecb03aa30f9d1c3fbc3d338d8eeef6,talks
efecb03aa30f9d1c3fbc3d338d8eeef6,TEDx
efecb03aa30f9d1c3fbc3d338d8eeef6,art
efecb03aa30f9d1c3fbc3d338d8eeef6,books
efecb03aa30f9d1c3fbc3d338d8eeef6,creativity
efecb03aa30f9d1c3fbc3d338d8eeef6,education
efecb03aa30f9d1c3fbc3d338d8eeef6,social change
efecb03aa30f9d1c3fbc3d338d8eeef6,society
efecb03aa30f9d1c3fbc3d338d8eeef6,teaching
22f0525f637e9f29decd6c0743eb887c,TED
22f0525f637e9f29decd6c0743eb887c,talks
22f0525f637e9f29decd6c0743eb887c,mental health
22f0525f637e9f29decd6c0743eb887c,community
22f0525f637e9f29decd6c0743eb887c,communication
22f0525f637e9f29decd6c0743eb887c,suicide
22f0525f637e9f29decd6c0743eb887c,social change
22f0525f637e9f29decd6c0743eb887c,society
22f0525f637e9f29decd6c0743eb887c,health
22f0525f637e9f29decd6c0743eb887c,humanity
22f0525f637e9f29decd6c0743eb887c,depression
22f0525f637e9f29decd6c0743eb887c,personal growth
12d9cb342c93d055a1dd8dc771e83b0b,TED
12d9cb342c93d055a1dd8dc771e83b0b,talks
12d9cb342c93d055a1dd8dc771e83b0b,technology
12d9cb342c93d055a1dd8dc771e83b0b,children
12d9cb342c93d055a1dd8dc771e83b0b,social media
12d9cb342c93d055a1dd8dc771e83b0b,Internet
12d9cb342c93d055a1dd8dc771e83b0b,privacy
1bf10b183bb8d1ff60901f661a3ba727,TED
1bf10b183bb8d1ff60901f661a3ba727,talks
1bf10b183bb8d1ff60901f661a3ba727,data
1bf10b183bb8d1ff60901f661a3ba727,technology
1bf10b183bb8d1ff60901f661a3ba727,surveillance
1bf10b183bb8d1ff60901f661a3ba727,Internet
1bf10b183bb8d1ff60901f661a3ba727,privacy
3224aefed6d1f6af9f664bd29dee459d,TED
3224aefed6d1f6af9f664bd29dee459d,talks
3224aefed6d1f6af9f664bd29dee459d,privacy
3224aefed6d1f6af9f664bd29dee459d,data
3224aefed6d1f6af9f664bd29dee459d,technology
3224aefed6d1f6af9f664bd29dee459d,surveillance
3224aefed6d1f6af9f664bd29dee459d,telecom
e683d9af18137ebfccd1254ee3bee76d,TED
e683d9af18137ebfccd1254ee3bee76d,talks
e683d9af18137ebfccd1254ee3bee76d,data
e683d9af18137ebfccd1254ee3bee76d,technology
e683d9af18137ebfccd1254ee3bee76d,Internet
e683d9af18137ebfccd1254ee3bee76d,government
e683d9af18137ebfccd1254ee3bee76d,privacy
e683d9af18137ebfccd1254ee3bee76d,business
83cf2d032a43742c7ecc6da2d219f266,TED
83cf2d032a43742c7ecc6da2d219f266,talks
83cf2d032a43742c7ecc6da2d219f266,identity
83cf2d032a43742c7ecc6da2d219f266,life
83cf2d032a43742c7ecc6da2d219f266,self
83cf2d032a43742c7ecc6da2d219f266,philosophy
83cf2d032a43742c7ecc6da2d219f266,biology
83cf2d032a43742c7ecc6da2d219f266,bioethics
83cf2d032a43742c7ecc6da2d219f266,TEDx
ded1de521f353c1c517a2fe1d0f05f66,TED
ded1de521f353c1c517a2fe1d0f05f66,talks
ded1de521f353c1c517a2fe1d0f05f66,leadership
ded1de521f353c1c517a2fe1d0f05f66,business
ded1de521f353c1c517a2fe1d0f05f66,motivation
ded1de521f353c1c517a2fe1d0f05f66,communication
ded1de521f353c1c517a2fe1d0f05f66,collaboration
ded1de521f353c1c517a2fe1d0f05f66,cooperation
ded1de521f353c1c517a2fe1d0f05f66,goal-setting
ded1de521f353c1c517a2fe1d0f05f66,potential
ded1de521f353c1c517a2fe1d0f05f66,personal growth
3fe471add91f5ab9468f7c92c660a4c4,TED
3fe471add91f5ab9468f7c92c660a4c4,talks
3fe471add91f5ab9468f7c92c660a4c4,aging
3fe471add91f5ab9468f7c92c660a4c4,cancer
3fe471add91f5ab9468f7c92c660a4c4,comedy
3fe471add91f5ab9468f7c92c660a4c4,death
3fe471add91f5ab9468f7c92c660a4c4,creativity
3fe471add91f5ab9468f7c92c660a4c4,funny
3fe471add91f5ab9468f7c92c660a4c4,happiness
3fe471add91f5ab9468f7c92c660a4c4,humanity
3fe471add91f5ab9468f7c92c660a4c4,humor
3fe471add91f5ab9468f7c92c660a4c4,life
3fe471add91f5ab9468f7c92c660a4c4,illness
9207d80959a7cbbe3479e475ead69ae5,TED
9207d80959a7cbbe3479e475ead69ae5,talks
9207d80959a7cbbe3479e475ead69ae5,health
9207d80959a7cbbe3479e475ead69ae5,medical research
9207d80959a7cbbe3479e475ead69ae5,mining
9207d80959a7cbbe3479e475ead69ae5,energy
9207d80959a7cbbe3479e475ead69ae5,social change
9207d80959a7cbbe3479e475ead69ae5,pollution
7449faa68a26af9e8a6e9b9fcba4ed78,TED
7449faa68a26af9e8a6e9b9fcba4ed78,talks
7449faa68a26af9e8a6e9b9fcba4ed78,Social Science
7449faa68a26af9e8a6e9b9fcba4ed78,science
7449faa68a26af9e8a6e9b9fcba4ed78,health
7449faa68a26af9e8a6e9b9fcba4ed78,health care
7449faa68a26af9e8a6e9b9fcba4ed78,compassion
7449faa68a26af9e8a6e9b9fcba4ed78,happiness
64760ca1cc10f66cc6277d5cfb97596e,TED
64760ca1cc10f66cc6277d5cfb97596e,talks
64760ca1cc10f66cc6277d5cfb97596e,global issues
64760ca1cc10f66cc6277d5cfb97596e,immigration
64760ca1cc10f66cc6277d5cfb97596e,culture
64760ca1cc10f66cc6277d5cfb97596e,love
64760ca1cc10f66cc6277d5cfb97596e,humanity
a861f441b6647515751e78e6849ba305,TED
a861f441b6647515751e78e6849ba305,talks
a861f441b6647515751e78e6849ba305,Africa
a861f441b6647515751e78e6849ba305,community
a861f441b6647515751e78e6849ba305,humanity
a861f441b6647515751e78e6849ba305,diversity
a861f441b6647515751e78e6849ba305,identity
a861f441b6647515751e78e6849ba305,immigration
a861f441b6647515751e78e6849ba305,TED Residency
a861f441b6647515751e78e6849ba305,social change
a861f441b6647515751e78e6849ba305,society
7377cddef88e284b6ad4a122e4c3c0da,TED
7377cddef88e284b6ad4a122e4c3c0da,talks
7377cddef88e284b6ad4a122e4c3c0da,happiness
7377cddef88e284b6ad4a122e4c3c0da,creativity
7377cddef88e284b6ad4a122e4c3c0da,design
7377cddef88e284b6ad4a122e4c3c0da,evolutionary psychology
7377cddef88e284b6ad4a122e4c3c0da,evolution
7377cddef88e284b6ad4a122e4c3c0da,humanity
7377cddef88e284b6ad4a122e4c3c0da,nature
50e2a8a0c840f0870d7dbd5b299e13b7,TED
50e2a8a0c840f0870d7dbd5b299e13b7,talks
